"R","P","Collection Time","Source Url","Url","Rk","Column7","Tm","Age","Pos","G","Gs","Qbrec","Cmp","Att","Cmp%","Yds","Td","Td%","Int","Int%","Lng","Ya","Ay A","Yc","Yg","Rate","Qbr","Sk","Yds2","Ny A","Any A","Sk%","4 Qc","Gwd","No","Name","Ht","Wt","Yr","Hometown Prev School","Position","Hometown","High School","Column 45","Cl","Hometown Last School","Hometown High School","Image","Title","Full Name","Year","Height","Weight","City","State","Prior School","Column 58","Column 59","Column 60","Column 61","Column 62","Column 63","Column 64"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/4030963/connor-rempel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","Connor Rempel","TE","6-4","215","FR","Monmouth Beach, NJ"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/548500/graydon-peterson","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","Graydon Peterson","LS","6-1","235","SR","Whitefish Bay, WI"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/4030967/tucker-spears","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44","Tucker Spears","TE","6-4","235","FR","Dakota Dunes, SD"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/548497/ben-kepley","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","Ben Kepley","P","6-2","190","SR","Charlotte, NC"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/548498/alex-gakenheimer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","Alex Gakenheimer","PK","6-2","190","SR","Charlotte, NC"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/548499/lucas-bavaro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","Lucas Bavaro","DB","6-1","210","SR","Boxford, MA"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/4030964/ryan-roegge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48","Ryan Roegge","DB","6-2","205","FR","Marietta, GA"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/3912503/matthew-shearin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48","Matthew Shearin","RB","5-6","165","SO","El Cajon, CA"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/4030942/davis-brief","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49","Davis Brief","PK","6-1","190","FR","Warwick, NY"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/4030936/tanner-aiono","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","Tanner Aiono","OL","6-5","315","FR","Bonita, CA"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/4030938/ross-andreasik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","Ross Andreasik","LB","6-2","205","FR","Glen Ellyn, IL"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/3912507/jack-traynor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51","Jack Traynor","LB","6-1","230","SO","Lake Forest, IL"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/4030952/grant-jaffe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52","Grant Jaffe","LS","6-4","220","FR","Laguna Hills, CA"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/4030957/andrew-lemkuil","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52","Andrew Lemkuil","LB","6-3","230","FR","West Hartford, CT"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/548503/brian-fordon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53","Brian Fordon","LB","6-2","215","SR","Frankfort, IL"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/3912496/jake-moen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54","Jake Moen","LB","6-3","235","SO","Gilroy, CA"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/548502/alex-mccrory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55","Alex McCrory","LB","6-1","230","SR","Springfield, OH"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/3118380/eric-meile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56","Eric Meile","LB","6-1","230","JR","Ramsey, NJ"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/4030937/nigel-alexander","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57","Nigel Alexander","LB","6-1","210","FR","Orlando, FL"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/3118394/andrew-yohe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58","Andrew Yohe","OL","6-3","310","JR","Apollo, PA"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/3118373/ian-hanselman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59","Ian Hanselman","LB","6-2","240","JR","Manheim, PA"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/548504/michael-warren","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60","Michael Warren","DL","6-4","285","SR","Maple Grove, MN"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/548282/jeremiah-douchee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61","Jeremiah Douchee","DE","6-4","275","SR","Chicago, IL"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/4030962/anders-peterson","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","Anders Peterson","OL","6-7","270","FR","Leesburg, VA"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/4030944/ben-culmer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63","Ben Culmer","OL","6-5","305","FR","Vienna, VA"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/4051237/t.j.-simpson","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63","T.J. Simpson","DE","6-2","220","FR","Tampa, FL"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/4030958/jordan-mcgriff","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64","Jordan McGriff","DT","6-1","350","FR","Willingboro, NJ"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/3118361/jack-anderson","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65","Jack Anderson","OL","6-3","270","JR","Palo Alto, CA"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/3912489/john-kilcommons","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66","John Kilcommons","OL","6-4","290","SO","Berwyn, IL"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/3912490/patrick-kilcommons","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67","Patrick Kilcommons","OL","6-3","280","SO","Berwyn, IL"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/548274/zach-davis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68","Zach Davis","OL","6-6","315","SR","Lake Havasu City, AZ"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/4030965/seth-simmer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68","Seth Simmer","DT","6-4","255","FR","Powder Springs, GA"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/548275/jack-friedman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","Jack Friedman","OL","6-3","300","SR","Ellicott City, MD"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/4030945/hamilton-day","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","Hamilton Day","OL","6-7","240","FR","Shady Side, MD"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/548276/garrett-strohmaier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71","Garrett Strohmaier","OL","6-2","300","SR","Elk Grove, CA"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/548493/peter-eggert","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72","Peter Eggert","OL","6-4","260","SR","Lake Forest, CA"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/548277/mike-langman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","Mike Langman","OL","6-3","285","SR","Naperville, IL"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/529836/justin-call","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74","Justin Call","OL","6-5","290","JR","Colorado Springs, CO"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/3912477/phil-berton","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","Phil Berton","OL","6-5","275","SO","Oak Park, IL"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/4030956/john-lass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76","John Lass","OL","6-5","295","FR","Cherry Hill, NJ"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/3118372/ben-hagaman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77","Ben Hagaman","OL","6-4","295","JR","Nashville, TN"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/3912487/matt-kaskey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","Matt Kaskey","OL","6-7","320","SO","Winnetka, IL"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/548278/dave-morrison","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79","Dave Morrison","OL","6-5","315","SR","Latham, NY"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/3118385/cameron-skaff","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","Cameron Skaff","TE","6-4","250","JR","Haymarket, VA"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/3118360/jon-marc-carrier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81","Jon Marc Carrier","WR","5-11","180","SR","Lutz, FL"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/548280/houston-brown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","Houston Brown","WR","6-1","180","SR","The Woodlands, TX"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/3912485/drew-hunnicutt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83","Drew Hunnicutt","WR","6-1","200","SO","Argyle, TX"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/548281/joseph-cook","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","Joseph Cook","WR","6-5","210","SR","Monrovia, CA"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/548488/blake-orvis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","Blake Orvis","TE","6-4","235","SR","Orlando, FL"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/3118378/charles-mack","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86","Charles Mack","WR","6-1","200","JR","Woodbridge, VA"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/3118383/cam-poole","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87","Cam Poole","TE","6-4","220","JR","Buford, GA"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/4051238/zack-hawkins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88","Zack Hawkins","WR","6-2","205","FR","Rockville, MD"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/3118375/stephen-johnston","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","Stephen Johnston","TE","6-4","235","JR","Potomac, MD"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/4030955/niko-lalos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","Niko Lalos","DE","6-6","245","FR","Copley, OH"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/3118387/davaron-stockman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91","Davaron Stockman","DL","6-1","315","JR","Laplace, LA"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/548507/zach-husain","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92","Zach Husain","DL","6-2","275","SR","Evanston, IL"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/3118367/brennan-cascarano","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","Brennan Cascarano","DL","6-1","265","JR","Glenview, IL"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/548283/brandon-cooper","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","Brandon Cooper","DE","6-1","270","SR","Grand Prairie, TX"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/3912493/jimmy-mchugh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","Jimmy McHugh","DE","6-3","260","SO","Moorestown, NJ"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/3912500/jackson-perry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","Jackson Perry","DL","6-2","290","SO","Las Vegas, NV"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/3118382/charlie-pontarelli","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96","Charlie Pontarelli","DL","6-3","275","JR","Glenview, IL"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/3118390/nick-tomkins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97","Nick Tomkins","DL","6-3","270","JR","Matawan, NJ"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/529834/jake-young","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","Jake Young","DL","6-3","275","SR","Avon Lake, OH"
"","","11/1/2016 8:48:43 PM","http://www.espn.com/college-football/team/roster/_/id/159/dartmouth-big-green","http://www.espn.com/college-football/player/_/id/3912479/david-chalmers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","David Chalmers","DE","6-4","270","SO","Leesburg, VA"
"","","11/1/2016 8:48:43 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","11/1/2016 8:48:43 PM","http://tpc.googlesyndication.com/safeframe/1-0-5/html/container.html#xpc=sf-gdn-exp-1&p=http%3A//www.espn.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ad covers the page","","","","","",""
"","","11/1/2016 8:48:43 PM","http://tpc.googlesyndication.com/safeframe/1-0-5/html/container.html#xpc=sf-gdn-exp-1&p=http%3A//www.espn.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Stop seeing this ad","","","","","",""
"","","11/1/2016 8:48:43 PM","http://tpc.googlesyndication.com/safeframe/1-0-5/html/container.html#xpc=sf-gdn-exp-1&p=http%3A//www.espn.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Why this ad?","","","","","",""
