"R","P","Collection Time","Source Url","Url","Rk","Column7","Tm","Age","Pos","G","Gs","Qbrec","Cmp","Att","Cmp%","Yds","Td","Td%","Int","Int%","Lng","Ya","Ay A","Yc","Yg","Rate","Qbr","Sk","Yds2","Ny A","Any A","Sk%","4 Qc","Gwd","No","Name","Ht","Wt","Yr","Hometown Prev School","Position","Hometown","High School","Column 45","Cl","Hometown Last School","Hometown High School","Image","Title","Full Name","Year","Height","Weight","City","State","Prior School","Column 58","Column 59","Column 60","Column 61","Column 62","Column 63","Column 64","Column 65","Column 66","Column 67","Column 68","Column 69","Column 70","Column 71","Column 72","Column 73","Column 74","Column 75","Column 76","Column 77","Column 78","Column 79","Column 80","Column 81","Column 82","Column 83","Column 84","Column 85"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/3126355/keith-holcombe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","Keith Holcombe","LB","6-4","227","SO","Tuscaloosa, AL"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/3892648/jacob-parker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","Jacob Parker","TE","6-1","222","JR","Meridianville, AL"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/3140758/lawrence-erekosima","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","Lawrence Erekosima","RB","5-7","180","JR","Simpsonville, SC"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/535741/dakota-ball","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44","Dakota Ball","DL","6-3","268","SR","Lindale, GA"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/4040721/avery-reid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44","Avery Reid","RB","6-0","192","SO","Oneonta, AL"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/3892646/hunter-bryant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","Hunter Bryant","TE","6-5","226","JR","Roswell, GA"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/3126351/bo-grant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","Bo Grant","DB","6-2","195","SR","Valley, AL"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/3940507/derrick-garnett","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","Derrick Garnett","LB","6-1","240","SR","Tuscaloosa, AL"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/3126362/christian-miller","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","Christian Miller","LB","6-4","230","SO","Columbia, SC"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/4040720/josh-pugh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","Josh Pugh","WR","6-1","208","SO","Chelsea, AL"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/3925341/mekhi-brown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48","Mekhi Brown","LB","6-5","246","FR","Columbus, GA"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/552877/vohn-keith","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","Vohn Keith","DL","6-2","221","JR","Mobile, AL"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/534406/alphonse-taylor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","Alphonse Taylor","OL","6-5","345","SR","Mobile, AL"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/3126360/jake-long","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51","Jake Long","DL","5-9","228","SR","Vestavia Hills, AL"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/4062500/scott-meyer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52","Scott Meyer","LS","6-2","222","FR","Alpharetta, GA"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/4040719/ryan-parris","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53","Ryan Parris","LS","6-0","209","SO","Madison, AL"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/535761/dalvin-tomlinson","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54","Dalvin Tomlinson","DL","6-3","305","SR","Mcdonough, GA"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/551302/cole-mazza","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55","Cole Mazza","LS","6-2","235","SR","Bakersfield, CA"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/3859007/brandon-kennedy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56","Brandon Kennedy","OL","6-3","301","FR","Wetumpka, AL"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/551309/tim-williams","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56","Tim Williams","LB","6-4","252","SR","Baton Rouge, LA"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/4040977/daniel-powell","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58","Daniel Powell","DL","5-11","238","FR","Aliceville, AL"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/3859131/dallas-warmack","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59","Dallas Warmack","OL","6-2","299","SO","Atlanta, GA"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/4040974/malik-martin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60","Malik Martin","OL","6-3","370","SO","Tuscaloosa, AL"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/4040978/jacob-probasco","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61","Jacob Probasco","OL","6-3","317","FR","Plainsboro, NJ"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/3126347/will-davis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","Will Davis","OL","6-5","315","SR","Letohatchee, AL"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/3126353/j.c.-hassenauer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63","J.C. Hassenauer","OL","6-2","299","JR","Woodbury, MN"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/546374/brandon-moore","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64","Brandon Moore","OL","6-0","248","SR","Cincinnati, OH"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/4040962/deonte-brown","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65","Deonte Brown","OL","6-4","350","FR","Decatur, AL"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/3925344/lester-cotton","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66","Lester Cotton","OL","6-4","319","SO","Tuscaloosa, AL"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/3126344/josh-casher","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67","Josh Casher","OL","6-1","287","SO","Mobile, AL"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/3126350/joshua-frazier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","Joshua Frazier","DL","6-4","315","JR","Springdale, AR"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/3126364/ross-pierschbacher","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71","Ross Pierschbacher","OL","6-4","304","SO","Cedar Falls, IA"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/3925355/richie-petitbon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72","Richie Petitbon","OL","6-4","302","FR","Annapolis, MD"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/4040726/jonah-williams","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","Jonah Williams","OL","6-5","296","FR","Folsom, CA"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/559701/cam-robinson","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74","Cam Robinson","OL","6-6","310","JR","Monroe, LA"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/551290/bradley-bozeman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","Bradley Bozeman","OL","6-5","319","JR","Roanoke, AL"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/4040971/scott-lashley","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76","Scott Lashley","OL","6-7","313","FR","West Point, MS"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/3925361/matt-womack","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77","Matt Womack","OL","6-7","316","FR","Hernando, MS"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/535751/korren-kirven","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","Korren Kirven","OL","6-4","311","SR","Lynchburg, VA"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/4040718/chris-owens","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79","Chris Owens","OL","6-3","307","FR","Arlington, TX"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/546363/raheem-falkins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","Raheem Falkins","WR","6-4","200","JR","New Orleans, LA"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/3126358/derek-kief","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81","Derek Kief","WR","6-4","200","SO","Cincinnati, OH"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/4040980/irv-smith-jr.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","Irv Smith Jr.","TE","6-4","235","FR","New Orleans, LA"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/4040981/cam-stewart","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83","Cam Stewart","TE","6-8","254","FR","San Jose, CA"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/3925348/hale-hentges","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","Hale Hentges","TE","6-5","256","SO","Jefferson City, MO"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/4040972/donnie-lee-jr.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","Donnie Lee Jr.","WR","6-0","180","JR","Northport, AL"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/546367/truett-harris","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86","Truett Harris","TE","6-3","235","SR","Brentwood, TN"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/4040714/miller-forristall","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87","Miller Forristall","TE","6-5","225","FR","Cartersville, GA"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/546370/o.j.-howard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88","O.J. Howard","TE","6-6","251","SR","Prattville, AL"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/535746/brandon-greene","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","Brandon Greene","TE","6-5","295","SR","Ellenwood, GA"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/3140757/armani-purifoye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","Armani Purifoye","WR","6-0","193","JR","Kingsland, GA"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/4040969/jamar-king","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","Jamar King","DL","6-4","290","JR","Detroit, MI"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/3126369/o.j.-smith","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91","O.J. Smith","DL","6-2","309","SO","Bossier City, LA"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/545975/andy-pappanastos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92","Andy Pappanastos","PK","5-11","198","JR","Montgomery, AL"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/4040982/quinnen-williams","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92","Quinnen Williams","DL","6-4","284","FR","Birmingham, AL"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/551288/jonathan-allen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","Jonathan Allen","DL","6-3","291","SR","Leesburg, VA"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/3925354/da'ron-payne","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","Da'Ron Payne","DL","6-2","319","SO","Birmingham, AL"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/4040722/brannon-satterfield","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","Brannon Satterfield","P","6-2","210","SO","Austin, TX"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/4040965/raekwon-davis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","Raekwon Davis","DL","6-7","315","FR","Meridian, MS"
"","","11/2/2016 8:13:26 PM","http://www.espn.com/college-football/team/roster/_/id/333","http://www.espn.com/college-football/player/_/id/535747/adam-griffith","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","Adam Griffith","PK","5-10","191","SR","Calhoun, GA"
